PROCEDURE,Billing Description,UNIT CHARGE
480000026,EPHYS EVAL PACG CVDFB LDS W/TSTG OF PULSE GEN - FACILITY,2504.51
480000027,EPHYS EVAL PACG CVDFB LDS INITIAL IMPLAN/REPLACE - FACILITY,2366.42
480000028,EPHYS EVAL PACG CVDFB PRGRMG/REPRGRMG PARAMETERS - FACILITY,1143.46
480000030,INDIC DIL STD ARTL&/OR VEN CATHJ W/OUTP MEAS - FACILITY,628.17
480000031,INS NEW/RPLCMT PRM PM W/TRANSV ELTRD ATRIAL&VENT - FACILITY,19441.84
480000032,INSJ/RPLCMT TEMP TRANSVNS 1CHMBR ELTRD/PM CATH - FACILITY,13404.32
480000033,INTER ICM/ILR REM TECH 30DAYS - FACILITY,389.49
480000034,INTERROGATION REMOTE </90 D TECHNICIAN REVIEW - FACILITY,192.4
480000036,INTERROGATION EVALUATION IN PERSON ILR SYSTEM - FACILITY,72.22
480000037,INTERROGATION EVAL F2F IMPLANT SUBQ LEAD DEFIB - FACILITY,66.42
480000038,INTERROG EVAL F2F 1/DUAL/MLT LEADS IMPLTBL DFB - FACILITY,88.25
480000039,INTERROGATION EVAL IN PERSON 1/DUAL/MLT LEAD PM - FACILITY,79.87
480000041,INTRA-VENTRIC&/ATRIAL MAPG TACHYCARD W/CATH MA - FACILITY,1004.82
480000042,LONG QT SYNDROME CHALLENGE TST - FACILITY,230.82
480000045,NOGA MAPPING W INJECTION - FACILITY,230.18
480000046,INDUCTION ARRHYTHMIA ELECTRICAL PACING - FACILITY,1435.11
480000047,INTRA-ATRIAL PACING - FACILITY,338.56
480000048,INTRAVENTRICULAR PACING - FACILITY,340.41
480000049,"PERIPHERAL ART DISEASE REHAB, EA - FACILITY",182.18
480000050,PERC LAA EXCLUSION - FACILITY,22222.09
480000051,PERC TRANS PDA DEV CLS - FACILITY,28242.15
480000059,PERI-PX DEV EVAL & PROG SING/DUAL/MULTI LEAD DFB - FACILITY,68.73
480000060,PERI-PX EVAL&PROGRAM IN PRSN PACEMAKER SYSTEM - FACILITY,50.47
480000061,PERIVALVULAR LEAK CLOSURE - FACILITY,22222.09
480000062,PRGRMG EVAL IMPLANTABLE IN PRSN DUAL LEAD DFB - FACILITY,110.06
480000063,PRGRMG EVAL IMPLANTABLE IN PERSON MULTI LEAD DFB - FACILITY,162.89
480000064,PRGRMNG DEV EVAL IMPLANTABLE IN PERSN 1 LD DFB - FACILITY,100.73
480000065,PROGRAM EVAL IMPLANTABLE DEV IN PRSN ILR SYSTEM - FACILITY,78.85
480000066,PRGRMG DEV EVAL IMPLANTABLE SUBQ LEAD DFB SYSTEM - FACILITY,80.75
480000067,PROGRAM EVAL IMPLANTABLE IN PERSN DUAL LD PACER - FACILITY,96.12
480000068,PROGRAM EVAL IMPLANTABLE IN PRSN MULTI LD PACER - FACILITY,112.6
480000069,PROGRAM EVAL IMPLANTABLE IN PRSN 1 LD PACEMAKER - FACILITY,82.45
480000070,ESOPHGL REC ATRIAL W/WO VENTR ELECTRGRAMS W/PACG - FACILITY,440.86
480000071,BUNDLE OF HIS RECORDING - FACILITY,621.64
480000072,INTRA-ATRIAL RECORDING - FACILITY,253.11
480000073,RIGHT VENTRICULAR RECORDING - FACILITY,324.77
480000075,TRANSCATH INSERT OR REPLACE LEADLESS PM VENTR - FACILITY,30404.31
480000076,SPEC PULMONARY EVAL CARD - FACILITY,114.48
480000077,STIM/PACING HEART POST IV DRUG INFU - FACILITY,791.06
480000078,TRANSTELEPHONIC RHYTHM STRIP PACEMAKER EVAL - FACILITY,177.4
480000079,"THROMBOLYSIS,CORONARY,IV INFUSN - FACILITY",1528.48
480000080,TILT TABLE EVALUATION - FACILITY,458.35
480000081,TRANS CATH HRT VLV RPLC MITRAL - FACILITY,2771.34
480000090,TRANSCATH REMOVAL LEADLESS PM VENTRICULAR - FACILITY,9966.12
480000091,RPR 2 TRANSVNS ELECTRODES PRM PM/IMPLANTABLE DFB - FACILITY,5393.36
480000092,PROG DEVICE EVAL IN PERSON LEADLESS PM SYSTEM - FACILITY,85.72
480000093,RMV AORTIC BALLOON DEVICE - FACILITY,4000
480000094,PERI-PROC DEVICE EVAL IN PERS LEADLESS PM SYSTEM - FACILITY,64.33
480000095,INTERROG DEVICE EVAL IN PERSON LEADLESS PM SYST - FACILITY,79.84
480000096,TRANSCATHETER RENAL SYMPATH DENERVATION BILAT - FACILITY,1997.13
480000097,TCAT PULMONARY VALVE IMPLANTATION PRQ APPROACH - FACILITY,5098.73
480000098,"HEART PACING, MAPPING - FACILITY",1805.57
480000099,TRLML BALO ANGIOP OPEN/PERQ IMG S&I 1ST ART - FACILITY,9169
481000002,ENDOMYOCARDIAL BIOPSY - FACILITY,3902.83
481000003,CARDIOVERSION ELECTIVE ARRHYTHMIA EXTERNAL - FACILITY,963.56
481000005,R& L HRT CATH W/INJEC HRT ART/GRFT& L VENT I - FACILITY,8323.6
481000006,R & L HRT CATH WINJX HRT ART& L VENTR IMG - FACILITY,9072.26
481000007,CATH PLMT L HRT/ARTS/GRFTS WNJX & ANGIO IMG S&I - FACILITY,6618.18
481000008,CATH PLMT R HRT/ARTS/GRFTS W/NJX& ANGIO IMG S&I - FACILITY,6142.52
481000009,CATH PLMT L HRT & ARTS W/NJX & ANGIO IMG S&I - FACILITY,7413.78
481000010,CATH PLACEMENT & NJX CORONARY ART ANGIO IMG S&I - FACILITY,5183.16
481000011,CATH PLMT R HRT & ARTS W/NJX & ANGIO IMG S&I - FACILITY,6926.41
481000012,CATH PLMT & NJX CORONARY ART/GRFT ANGIO IMG S&I - FACILITY,5580.52
481000013,IMPL PRESSURE SENSOR W/ANGIO - FACILITY,28817.47
481000014,"R/L OPEN XSEPTAL HRT CATH,CONGEN ABL - FACILITY",13027.33
481000015,HEART/LUNG RESUSCITATION (CPR) - FACILITY,750
481000018,PHYSIOLOGIC EXERCISE STUDY & HEMODYNAMIC MEASU - FACILITY,1179.45
481000019,R HRT CATHETERIZATION CONGENITAL CARDIAC ANOMALY - FACILITY,5013.8
481000020,"R/L RETRO HEART CATH, CONG HT ABNL - FACILITY",15860.04
481000021,IMPLANTATION PT-ACTIVATED CARDIAC EVENT RECORDER - FACILITY,13404.32
481000027,INSJ IMPLNTBL DEFIB PULSE GEN W/1 EXISTING LD - FACILITY,34930.86
481000028,INSERT INTRA-AORTIC BALLOON ASST DEVICE - FACILITY,1795.81
481000030,INSJ ELTRD CAR VEN SYS ATTCH PREV PM/DFB PLS GEN - FACILITY,19441.84
481000031,INS PM PLS GEN W/EXIST SINGLE LEAD - FACILITY,10266.56
481000032,INS PACEMAKER PULSE GEN ONLY W/EXIST DUAL LEADS - FACILITY,9205.18
481000033,INS PACEMAKER PULSE GEN ONLY W/EXIST MULT LEADS - FACILITY,9871.55
481000034,INSJ PERQ VAD W/IMAGING ARTERY ACCESS ONLY - FACILITY,15020.48
481000035,INSJ IMPLNTBL DEFIB PULSE GEN W/EXIST DUAL LEADS - FACILITY,28805
481000037,INSJ 1 TRANSVNS ELTRD PERM PACEMAKER/IMPLTBL DFB - FACILITY,13404.32
481000039,INSJ/RPLCMT PERM DFB W/TRNSVNS LDS 1/DUAL CHMBR - FACILITY,63113.69
481000042,INS NEW/RPLCMT PRM PACEMAKR W/TRANS ELTRD ATRIAL - FACILITY,19441.84
481000043,INS NEW/RPLC PRM PACEMAKER W/TRANSV ELTRD VENTR - FACILITY,19441.84
481000044,INS/RPLCMNT PERM SUBQ IMPLTBL DFB W/SUBQ ELTRD - FACILITY,63113.69
481000047,INSJ/RPLCMT TEMP TRANSVNS 1CHMBR ELTRD/PM CATH - FACILITY,11792
481000048,INSJ 2 TRANSVNS ELTRD PERM PACEMAKER/IMPLTBL DFB - FACILITY,13404.32
481000049,INSJ PERQ VAD TRNSPTAL W/IMAGE ART&VENOUS ACCESS - FACILITY,18482.04
481000051,INTRODUCTION CATHETER AORTA - FACILITY,800
481000052,INTRVAS DPLR ANGIO ADD - FACILITY,984.59
481000053,IV DOP VEL&/OR PRESS C/FLO RSRV MEAS 1ST VSL - FACILITY,1316.01
481000054,ENDOLUMINAL CORONARY IVUS OCT I&R ADDL VESSEL - FACILITY,798.57
481000055,ENDOLUMINAL CORONARY IVUS OCT I&R INITIAL VESSEL - FACILITY,1654.34
481000057,L HRT CATH W/NJX L VENTRICULOGRAPHY IMG S&I - FACILITY,6263
481000062,PRQ BALLOON VALVULOPLASTY AORTIC VALVE - FACILITY,9295.96
481000063,PRQ BALLOON VALVULOPLASTY MITRAL VALVE - FACILITY,19717.09
481000064,PERCUT PULMONARY VALVULOPLASTY - FACILITY,19717.09
481000066,PRQ TRLUML CORONRY CHRONIC OCCLUS REVASC ONE VSL - FACILITY,19717.09
481000067,PRQ TRLUML CORONARY BYP GRFT REVASC ONE VESSEL - FACILITY,19720
481000068,PRQ TRLUML CORONRY TOT OCCLUS REVASC MI ONE VSL - FACILITY,19717.09
481000071,PERC DRUG-EL COR STENT SING - FACILITY,19717.09
481000072,PERCUTANEOUS TRANSCATHETER SEPTAL REDUCTION THER - FACILITY,707.88
481000073,PERC D-E COR STENT ATHER S - FACILITY,30404.31
481000075,PERC D-E COR REVASC W AMI S - FACILITY,30404.31
481000076,PERC D-E COR REVASC CHRO SIN - FACILITY,30404.31
481000077,PERC D-E COR REVASC T CABG S - FACILITY,19717.09
481000081,PRQ TRLUML CORONARY STENT W/ANGIO ONE ART/BRNCH - FACILITY,19720
481000082,"PUL ART BALLOON REPAIR,PERC,1ST VESL - FACILITY",19717.09
481000084,PRQ TRLUML CORONARY ANGIOPLASTY ONE ART/BRANCH - FACILITY,9295.96
481000086,PRQ TRLUML CORONARY ANGIO/ATHERECT ONE ART/BRNCH - FACILITY,19717.09
481000087,RELOCATE SKIN POCKET IMPLANTABLE DEFIBRILLATOR - FACILITY,2882.29
481000088,RELOCATION OF SKIN POCKET FOR PACEMAKER - FACILITY,2882.29
481000089,REPOSIT PREV IMPLANTED CARDIAC ELECTRODE - FACILITY,3227.62
481000090,REPOSITION VAD W/IMAGING DIFFERENT SESSION - FACILITY,15020.48
481000091,RPSG PREV IMPLTED PM/DFB R ATR/R VENTR ELECTRODE - FACILITY,3227.62
481000092,RIGHT HEART CATH O2 SATURATION & CARDIAC OUTPUT - FACILITY,6275.49
481000093,RMVL1/DUAL CHMBR IMPLTBL DFB ELTRD TRANSVNS XTRJ - FACILITY,4806.95
481000094,REMOVAL IMPLANTABLE DEFIB PULSE GENERATOR ONLY - FACILITY,4806.95
481000095,RMVL IMPLANTABLE PT-ACTIVATED CAR EVENT RECORDER - FACILITY,1692.78
481000096,RMVL TRANSVNS PM ELTRD 1 LEAD SYS ATR/VENTR - FACILITY,4806.95
481000097,RMVL TRANSVNS PM ELTRD DUAL LEAD SYS - FACILITY,4806.95
481000098,REMOVAL PERMANENT PACEMAKER PULSE GENERATOR ONLY - FACILITY,9072.26
481000099,REMOVAL PERCUTANEOUS VAD DIFFERENT SESSION - FACILITY,15020.48
481000100,RMVL OF SUBQ IMPLANTABLE DEFIBRILLATOR ELECTRODE - FACILITY,2030.13
481000101,RMVL IMPLTBL DFB PLSE GEN W/RPLCMT PLSE GEN 2 LD - FACILITY,46931.37
481000102,RMVL IMPLTBL DFB PLS GEN W/RPLCMT PLS GEN MLT LD - FACILITY,63113.69
481000103,RMVL IMPLTBL DFB PLSE GEN W/REPL PLSE GEN 1 LEAD - FACILITY,46931.37
481000105,REPLACE AORTIC VALVE OPENFEMORAL ARTERY APPROACH - FACILITY,12564
481000106,REPLACE AORTIC VALVE PERQ FEMORAL ARTRY APPROACH - FACILITY,12564
481000107,REMVL PERM PM PLS GEN W/REPL PLSE GEN 2 LEAD SYS - FACILITY,19441.84
481000108,REMVL PERM PM PLS GEN W/REPL PLSE GEN MULT LEAD - FACILITY,33601.04
481000109,REMVL PERM PM PLSE GEN W/REPL PLSE GEN SNGL LEAD - FACILITY,13404.32
481000111,R & L HRT CATH W/NJX L VENTRICULOG IMG S&I - FACILITY,7901.16
481000118,"PLACE CATH SELECTIVE ART,NECK - FACILITY",1200
481000126,"ATRIAL SEPTOSTOMY,XVENOUS,BLADE - FACILITY",1997.13
481000127,"ATRIAL SEPTOSTOMY,XVENOUS,BALLOON - FACILITY",1997.13
481000135,TCAT MITRAL VALVE REPAIR ADDL PROSTHESIS - FACILITY,1385.66
481000136,"PERC CLOS,CONG INTERATRIAL COMMUN W/IMPL - FACILITY",30404.31
481000137,"PERC CLOSURE,CONG VSD W/IMPLANT - FACILITY",30404.31
481000138,TCAT MITRAL VALVE REPAIR INITIAL PROSTHESIS - FACILITY,2771.34
481000140,UPG PACEMAKER SYS CONVERT 1CHMBR SYS 2CHMBR SYS - FACILITY,24639.53
481000161,PRQ TRLUML CORONRY STENT/ATH/ANGIO ONE ART/BRNCH - FACILITY,30404.31
481000166,PERQ TRANSCATH CLS PARAVALVR LEAK 1 MITRAL VALVE - FACILITY,19441
481000168,PERQ CLSR TCAT L ATR APNDGE W/ENDOCARDIAL IMPLNT - FACILITY,12550
481000170,INTRO CATH DIALYSIS CIRCUIT W/TRLUML BALO ANGIOP - FACILITY,19441
481000174,TMVI W/PROSTHETIC VALVE PERCUTANEOUS APPROACH - FACILITY,12500
481000180,"R/L INTACT XSEPTAL HT CATH,CONGEN AB - FACILITY",16515.44
481000181,PERQ TRANSCATH CLS PARAVALVR LEAK 1 AORTIC VALVE - FACILITY,28890
481000183,PRESSURE FLUSH BAG - FACILITY,97
481000192,PERICARDIOCENTESIS INITIAL - FACILITY,1770
481000194,PRQ TRANSCATHETER RTRVL INTRVAS FB WITH IMAGING - FACILITY,4160
481000195,VASCULAR EMBOLIZATION OR OCCLUSION VENOUS RS&I - FACILITY,17550
481000196,VASCULAR EMBOLIZATION OR OCCLUSION ARTERIAL RS&I - FACILITY,17550
481000198,OPEN/PERQ PLACEMENT INTRAVASCULAR STENT INITIAL - FACILITY,18952
481000199,OPEN/PERQ PLACEMENT INTRAVASCULAR STENT SAME 1ST - FACILITY,18950
481000201,TRANSCATHETER RENAL SYMPATH DENERVATION UNILAT - FACILITY,2000
481000202,PERC TRANSCATH CLSR PDA - FACILITY,30000
482000003,CARDIAC DRUG STRESS TEST - FACILITY,331
482000004,"CARDIAC STRESS TST,TRACING ONLY - FACILITY",313.77
483000001,"TTE W OR W/O FOL W/CONT, COM - FACILITY",2131.39
483000002,"TTE W OR W/O FOL W/CONT, F/U - FACILITY",1642.28
483000004,"2D TTE W OR W/O FOL W/CON,FU - FACILITY",1349.17
483000005,"2D TEE W/CONTRAST, INT/REPT - FACILITY",2005.06
483000006,"ECHO XTHORACIC,CONG ANOM,COMPLETE - FACILITY",2131.39
483000007,SONO FETAL HEART - FACILITY,701.14
483000009,ECHO TRANSESOPHAG R-T 2D W/PRB IMG ACQUISJ I&R - FACILITY,2005.06
483000011,ECHO TRANSESOPHAG R-T 2D IMG ACQUISJ I&R ONLY - FACILITY,2215.69
483000012,ECHO TEE GUID TCAT ICAR/VESSEL STRUCTURAL INTVN - FACILITY,3292.38
483000013,ECHO TRANSESOPHAG MONTR CARDIAC PUMP FUNCTJ - FACILITY,1714.11
483000014,ECHO TTHRC R-T 2D W/WO M-MODE REST&STRS CONT ECG - FACILITY,1743.6
483000015,"TTE W OR WO FOL WCON,DOPPLER - FACILITY",1575.3
483000016,"TTE W OR W/O CONTR, CONT ECG - FACILITY",1743.6
483000017,"CONG TEE W/CONTR, INT/REPT - FACILITY",2028.85
483000018,ECHO TRANSESOPHAG CONGEN PROBE PLCMT IMGNG I&R - FACILITY,2018.15
483000019,ECHO TRANSESOPHAG IMAGE ACQUISJ INTERP&REPORT - FACILITY,1726.37
483000021,"ECHO HEART XTHORACIC,LIMITED - FACILITY",881.04
483000022,"ECHO XTHORACIC,CONG ANOM,LIMITED - FACILITY",1642.28
483000023,DOPPLER COLOR FLOW VELOCITY MAP - FACILITY,1663.82
483000024,"DOPPLER ECHO HEART,COMPLETE - FACILITY",576.62
483000025,"DOPPLER ECHO HEART,LIMITED,F/U - FACILITY",351.08
483000026,"ECHO HEART XTHORACIC,COMPLETE, W/O DOPPLER - FACILITY",903.09
483000027,"ECHO HEART XTHORACIC,LIMITED - FACILITY",1151.21
483000028,"ECHO HEART XTHORACIC,COMPLETE W DOPPLER - FACILITY",1575.3
510000019,APPL MLT-LAYER VENOUS WOUND COMPRESS BELOW KNEE - FACILITY,343
510000122,CHEMODENERVATION OF TRUNK MUSCLE 1-5 MUSCLES - FACILITY,866.22
510000249,"CRITICAL CARE, ADDL 30 MIN - FACILITY",700
510000286,DEBRIDEMENT OPEN WOUND EA ADDL 20 SQ CM - FACILITY,197.84
510000287,DEBRIDEMENT OPEN WOUND 20 SQ CM< - FACILITY,434.72
510000290,RMVL DEVITAL TISS N-SLCTV DBRDMT W/O ANES 1 SESS - FACILITY,197.84
510000472,FIBRO BEHAVIORAL REHAB 15 MIN - FACILITY,39.29
510000473,FIBRO RN BEHAV REHAB FULL DAY - FACILITY,1100.25
510000474,FIBRO RN BEHAV REHAB HALF DAY - FACILITY,550.14
510000584,"INSERT,NON-INDWELLING BLADDER CATHETER - FACILITY",187.41
510000635,"MEDICATION THERAPY, FACE TO FACE,  EA ADDITIONAL 15 MIN - FACILITY",59.35
510000636,"MEDICATION THERAPY, FACE TO FACE, 1ST 15 MIN ESTABLISHED PT - FACILITY",59.35
510000637,"MEDICATION THERAPY, FACE TO FACE, 1ST 15 MIN NEW PATIENT - FACILITY",97.1
510000654,OFFICE CONSULTATION NEW/ESTAB PATIENT LEVEL 1 - FACILITY,197.81
510000655,OFFICE CONSULTATION NEW/ESTAB PATIENT LEVEL 2 - FACILITY,251.21
510000656,OFFICE CONSULTATION NEW/ESTAB PATIENT LEVEL 3 - FACILITY,296.7
510000657,OFFICE CONSULTATION NEW/ESTAB PATIENT LEVEL 4 - FACILITY,383.97
510000658,OFFICE CONSULTATION NEW/ESTAB PATIENT LEVEL 5 - FACILITY,477.04
510000661,OFFICE OUTPATIENT VISIT LEVEL 1 - FACILITY,477.04
510000893,OFFICE OUTPATIENT VISIT LEVEL 1 - FACILITY,148.97
510000894,OFFICE OUTPATIENT VISIT LEVEL 2 - FACILITY,248.44
510000895,OFFICE OUTPATIENT VISIT LEVEL 3 - FACILITY,296.45
510000896,OFFICE OUTPATIENT VISIT LEVEL 4 - FACILITY,383.73
510000897,OFFICE OUTPATIENT VISIT LEVEL 5 - FACILITY,460.06
510000898,OFFICE OUTPATIENT NEW LEVEL 1 - FACILITY,217.59
510000899,OFFICE OUTPATIENT NEW LEVEL 2 - FACILITY,269.93
510000900,OFFICE OUTPATIENT NEW LEVEL 3 - FACILITY,357.94
510000901,OFFICE OUTPATIENT NEW LEVEL 4 - FACILITY,471.59
510000902,OFFICE OUTPATIENT NEW LEVEL 5 - FACILITY,582.91
510000903,"VISUAL SCREENING TEST, BILAT - FACILITY",53.59
510001130,HOSPITAL OUTPT CLINIC VISIT - FACILITY,252.83
510001514,TEAM CONFERENCE FACE-TO-FACE NONPHYSICIAN - FACILITY,121.68
510001643,AUDITORY EVOKED POTENTIAL - FACILITY,355.9
510001729,TEAM CONFERENCE NON-FACE-TO-FACE NONPHYSICIAN - FACILITY,103.62
510002051,B-READER X-RAY 1 VIEW - FACILITY,87.6
510002052,B-READER X-RAY 2 VIEWS - FACILITY,117.97
551000002,HHS/HOSPICE OF RN EA 15 MIN - FACILITY,15.18
560000000,"HHCP-SVS OF CSW,EA 15 MIN - FACILITY",15.18
571000000,"HHCP-SVS OF AIDE,EA 15 MIN - FACILITY",15.18
610000002,"MRA W/CONT, LWR EXT - FACILITY",2511.32
610000003,"MRA W/O CONT, LWR EXT - FACILITY",2511.32
610000005,MRI ENDOANAL - FACILITY,2770.5
610000006,MRI GUIDANCE NEEDLE PLACEMENT - FACILITY,3429.89
610000007,MRI GUIDANCE TISSUE ABLATION - FACILITY,3850.5
610000008,MRI LIVER IRON ANAYLSIS - FACILITY,440.06
610000009,MRI PROCTOGRAPHY & ENDOANAL - FACILITY,6126.58
610000010,MRI PROCTOGRAPHY - FACILITY,4046.29
610000025,PR SINGLE MRI FETAL GESTATION - FACILITY,2475.39
610000026,PR SINGLE MRI FETAL GESTATION - FACILITY,1649.87
610000027,MRGFUS STEREOTACTIC ABLATION LESION INTRACRANIAL - FACILITY,19526.94
610000028,MR STEALTH - FACILITY,4869.06
610000029,MRI WHOLE BODY - FACILITY,954.29
611000003,MRI BRAIN CONTRAST - FACILITY,3997.63
611000005,MRI BRAIN - FACILITY,3238.81
611000006,MRI BRAIN COMBO - FACILITY,4869.06
612000000,"MRI, CERV SPINE CONTRAST - FACILITY",3309.43
612000001,"MRI, CERV SPINE - FACILITY",2465.38
612000002,"MRI, CERV SPINE COMBO - FACILITY",3604.89
612000003,"MRI, LUMBAR SPINE CONTRAST - FACILITY",3177.91
612000004,"MRI, LUMBAR SPINE - FACILITY",2613.86
612000005,"MRI, LUMBAR SPINE COMBO - FACILITY",4082.11
612000006,"MRI, DORSAL SPINE CONTRAST - FACILITY",3502.48
612000007,"MRI, DORSAL SPINE - FACILITY",2889.83
612000008,"MRI, DORSAL SPINE COMBO - FACILITY",3728.05
614000000,CARDIAC MRI W/W/O CONTRAST & FURTHER SEQ - FACILITY,4067.02
614000001,CARDIAC MRI MORPHOLOGY & FUNCTION W/O CONTRAST - FACILITY,3009.63
614000002,CARDIAC MRI W/W/O CONTRAST W STRESS - FACILITY,4314.54
614000005,"MRI, ABDOMEN W/CONTRAST - FACILITY",3073.91
614000006,"MRI, ABDOMEN (MRI) - FACILITY",2763.26
614000007,"MRI, ABDOMEN, COMBO - FACILITY",3870.83
614000008,"MRI, BONE MARROW - FACILITY",1943.09
614000009,"MRI BREAST, W/WO CONTRAST, BILATERAL - FACILITY",4800.74
614000013,"MRI, CHEST - FACILITY",2876.25
614000014,"MRI, CHEST, COMBO - FACILITY",3957.58
614000015,"MRI, JOINT OF LEG W/CONTRAST - FACILITY",2668.6
614000016,"MRI LOWER EXTREM JT, W/O CONTRAST - FACILITY",2188.39
614000017,"MRI, JOINT OF LEG. COMBO - FACILITY",3168.42
614000018,"MRI, LOWER EXTR, W/O CONTRAST F/U BY CONTRAST - FACILITY",2866.21
614000019,"MRI, LOWER EXTREM - FACILITY",2179.22
614000021,"MRI, FACE, NECK W/CONTRAST - FACILITY",3770.83
614000022,"MRI, FACE, NECK - FACILITY",3197.91
614000023,"MRI, FACE, NECK, COMBO - FACILITY",4350.45
614000024,"MRI, PELVIS W/CONTRAST - FACILITY",2962.43
614000025,"MRI, PELVIS, W/O CONTRAST - FACILITY",2565.15
614000026,"MRI, PELVIS, COMBO - FACILITY",3681.59
614000027,"MRI, TMJ - FACILITY",2346.67
614000028,"MRI, JOINT UPPER EXTREM W/CONTRAST - FACILITY",2665.23
614000029,"MRI, JOINT UPPER EXTREM - FACILITY",2188.39
614000030,"MRI, JOINT UPPER EXTREM COMBO - FACILITY",3164.34
614000031,MRI UPPER EXTREMITY COMBO - FACILITY,3007.05
614000032,"MRI, UPPER EXTREMITY W/CONTRAST - FACILITY",2679.63
614000033,"MRI, UPPER EXTREMITY W/O CONTRAST - FACILITY",2182
614000034,"MRI W/CONT, BREAST,  BI - FACILITY",4806.39
614000035,"MRI W/O CONT, BREAST, BI - FACILITY",4806.39
614000036,"MRI W/CONT, BREAST,  UNI - FACILITY",3746.63
614000037,"MRI W/O CONT, BREAST, UNI - FACILITY",3746.63
614000038,"MRI W/O FOL W/CONT, BRST, UN - FACILITY",3742.22
614000040,"MRI W/O FOL W/CONT, BREAST, - FACILITY",4806.39
615000001,"MR ANGIO, HEAD W/CONTRAST - FACILITY",4417.2
615000002,"MR ANGIO, HEAD - FACILITY",3868.26
615000003,"MR ANGIO, HEAD, COMBO - FACILITY",5473.37
615000004,"MR ANGIO, NECK W/CONTRAST - FACILITY",4220.64
615000005,"MR ANGIO, NECK - FACILITY",3863.46
615000006,"MR ANGIO, NECK, COMBO - FACILITY",5306.14
618000000,"MRA W/CONT, ABD - FACILITY",2934.46
618000001,"MRA W/O CONT, ABD - FACILITY",2934.46
618000002,"MRA W/O FOL W/CONT, ABD - FACILITY",3035.65
618000005,"MRA W/O CONT, CHEST - FACILITY",3180.64
618000006,"MRA W/O FOL W/CONT, CHEST - FACILITY",3302.98
618000007,"MRA W/O FOL W/CONT, LWR EXT - FACILITY",2511.32
618000009,"MRA W/O FOL W/CONT, PELVIS - FACILITY",2679.22
618000010,MR ANGIO SPINE (MRA) - FACILITY,3573.82
618000012,"MRA, W/O&W/DYE, UPPER EXTR - FACILITY",2378.58
618000013,MR ANGIO UPPER EXTREM - FACILITY,2217.15
618000014,"MRA W/CONT, PELVIS - FACILITY",2589.91
636000002,NITRIC OXIDE PER HOUR - FACILITY,252.2
636000285,IIV3 VACC PRESERVATIVE FREE 0.5 ML DOSAGE IM USE - FACILITY,30
636000296,HEPB VACCINE PED/ADOLESC 3 DOSE SCHEDULE IM - FACILITY,80.33
636000304,"BRACHYTX, NON-STR, HA, I-125 - FACILITY",402.5
636000305,"BRACHYTX, STRANDED, I-125 - FACILITY",28
636000306,"BRACHYTX, NON-STRANDED,I-125 - FACILITY",17
636000307,"BRACHYTX, STRANDED, I-125 - FACILITY",30
636000308,"BRACHYTX, NON-STRANDED,I-125 - FACILITY",23
636000309,"BRACHYTX, NON-STRANDED,P-103 - FACILITY",46.8
636000310,"BRACHYTX, NON-STR, HA, I-125 - FACILITY",350.5
636000311,"BRACHYTX, NON-STR, HA, I-125 - FACILITY",298.5
636000312,"BRACHYTX, NON-STR, HA, I-125 - FACILITY",207.5
636000313,"BRACHYTX, NON-STR, HA, I-125 - FACILITY",142.5
636000315,"BRACHYTX, NON-STRANDED,P-103 - FACILITY",25
636000316,"BRACHYTX, STRANDED, P-103 - FACILITY",35
636000322,YESCARTA CART-T INCL LEUKAPHERESIS - FACILITY,466250
681000001,TRAUMA RESPONS W/HOSP CRITI - FACILITY,8705.74
681000002,TRAUMA RESPONS W/HOSP CRITI - FACILITY,8060.87
681000003,RED TRAUMA ACTIV LEVEL 1 NO CC - FACILITY,8705.74
681000004,YELLOW TRAUMA ACTIV LEVEL 1 NO CC - FACILITY,8060.87
700000001,"APPLY BODY CAST,HALO - FACILITY",3062.92
700000002,"APPLY BODY CAST,SHLDR-HIP+HEAD - FACILITY",2151.14
700000003,"APPLY BODY CAST,SHLDR-HIP - FACILITY",2353.59
700000004,APPLY OF CLUBFOOT CAST - FACILITY,707.06
700000005,"APPLY LONG LEG CAST,CYLINDER - FACILITY",707.06
700000006,"APPLY OF HIP CAST,ONE LEG - FACILITY",1211.48
700000007,"APPLY OF HIP CASTS,TWO LEGS - FACILITY",1211.48
700000008,APPLY RIGID LEG CAST - FACILITY,707.06
700000009,APPLY LONG ARM CAST - FACILITY,658.58
700000010,APPLY LONG LEG CAST BRACE - FACILITY,707.06
700000011,"APPLY LONG LEG CAST,WALKER - FACILITY",707.06
700000012,APPLY LONG LEG CAST - FACILITY,707.06
700000013,"APPLY BODY CAST,SHLDR-HIP+1 THIGH - FACILITY",2151.14
700000014,"APPLY BODY CAST,SHLDR-HIP+2 THIGHS - FACILITY",2353.59
700000015,APPLY HAND/WRIST CAST - FACILITY,658.58
700000016,APPLY FOREARM CAST - FACILITY,658.58
700000017,APPLY SHORT LEG CAST - FACILITY,707.06
700000018,"APPLY SHORT LEG CAST,WALKER - FACILITY",707.06
700000019,"APPLY SHOULDER CAST,SPICA - FACILITY",1211.48
700000020,APPLY PATELLA TENDON BEARING CAST - FACILITY,707.06
700000022,APPLY LONG ARM SPLINT - FACILITY,416.48
700000023,APPLY LONG LEG SPLINT - FACILITY,707.06
700000024,"APPLY FOREARM SPLINT,DYNAMIC - FACILITY",380.65
