PROCEDURE,Billing Description,UNIT CHARGE
450000337,REMOVE PHARYNX FOREIGN BODY - FACILITY,650
450000338,REMOVE INTRAUTERINE DEVICE - FACILITY,345
450000340,REMV EXT CANAL FOREIGN BODY - FACILITY,320
450000341,"REMV F.B.,EYE,EMBED CONJUNC - FACILITY",650
450000342,"REMV F.B.,EYE,SUPERF CONJUNC - FACILITY",320
450000343,"REMV FOOT FOREIGN BODY,SUBCUTANEOUS - FACILITY",2100
450000346,REMOVAL OF FOREIGN BODY - FACILITY,2950
450000347,REMOVAL IMPACTED CERUMEN INSTRUMENTATION UNILAT - FACILITY,190
450000350,"REMOVAL OF SKIN TAGS, UP TO 15 - FACILITY",410
450000351,REMOVAL TUNNELED CV CATH W/O SUBQ PORT OR PUMP - FACILITY,2070
450000354,REPLACE PICC  W/O PORT OR PUMP - FACILITY,1700
450000358,"REPAIR EXTEN TENDON,DORSUM HAND,EA - FACILITY",2005
450000359,"REPAIR TONGUE LACER,<2.6 CM - FACILITY",320
450000364,RECONSTRUC OF NAIL BED - FACILITY,1020
450000370,SHAV SKIN LES <0.5 CM REMAINDER BODY - FACILITY,350
450000373,RESUPERF WND FACE 12.6-20 CM - FACILITY,670
450000374,RESUPERF WND FACE 7.6-12.5 CM - FACILITY,410
450000375,RESUPERF WND FACE 2.6-5 CM - FACILITY,293
450000376,RESUPERF WND FACE 5.1-7.5 CM - FACILITY,410
450000377,RESUPERF WND FACE <2.5 CM - FACILITY,293
450000378,RESUPERF WND BODY 7.6-12.5 CM - FACILITY,410
450000379,RESUPERF WND BODY <2.5CM - FACILITY,293
450000380,RESUPERF WND BODY 12.6-20 CM - FACILITY,670
450000381,RESUPERF WND BODY 20.1-30 CM - FACILITY,670
450000382,RESUPERF WND BODY >30 CM - FACILITY,410
450000383,RESUP NPTERF WND BODY 2.6-7.5 CM - FACILITY,391
450000384,STRAPPING; ANKLE &/OR FOOT - FACILITY,380
450000389,TEMPORARY TRANSCUTANEOUS PACING - FACILITY,1400
450000390,THORACENTESIS NEEDLE/CATH PLEURA W/IMAGING - FACILITY,2070
450000391,THORACENTESIS NEEDLE/CATH PLEURA W/O IMAGING - FACILITY,2070
450000392,"THROMBOLYTIC THERAPY, STROKE - FACILITY",550
450000393,TRACHEOBRNCHSC THRU EST TRACHS INC - FACILITY,1680
450000397,INITIAL RX BURN(S) 1ST DEGREE - FACILITY,410
450000398,"CLOSED RX RADIAL HEAD DISLOC,CHILD - FACILITY",440
450000401,"CLOSED RX POST HIP FIX DISLOC,ANESTH - FACILITY",2005
450000404,CLOSURE SUPERF WND DEHIS SIMPLE - FACILITY,1020
450000417,EGD BALLOON DILATION ESOPHAGUS <30 MM DIAM - FACILITY,3465
450000423,REMOVAL IMPACTED CERUMEN IRRIGATION/LVG UNILAT - FACILITY,190
450000447,"CLOSED RX RADIAL HEAD/NECK FX,MANIP - FACILITY",2005
450000472,ESOPHAGOSCOPY FLEXIBLE REMOVAL FOREIGN BODY - FACILITY,3465
450000483,SONO GUIDE NEEDLE BIOPSY - FACILITY,386
450000484,RESUPERF WND FACE 20.1-30 CM - FACILITY,670
450000485,RESUPERF WND FACE >30 CM - FACILITY,410
450000495,"IV INFUSION, THERAP/PROPH/DIAGNOST,CONCURRENT INFUSION - FACILITY",147
450000496,"INJECTION,THERAP/PROPH/DIAGNOST, IM OR SUBCUT - FACILITY",137
450000511,MOD SED SAME PHYS/QHP EACH ADDL 15 MINS - FACILITY,80
450000515,CLOSED RX TIB PLAT FX+MANIP - FACILITY,8040
450000559,"INJECTION,THERAP/PROPH/DIAGNOST, IV PUSH, INITIAL DRUG - FACILITY",270
450000560,"IV INFUSION, HYDRATION, EA ADD HOUR - FACILITY",108
450000561,"IV INFUSION, HYDRATION, 31-60 MIN - FACILITY",332
450000562,"IV INFUSION, THERAP/PROPH/DIAGNOST,ADD INFUSION,1ST HOUR - FACILITY",147
450000563,"IV INFUSION, THERAP/PROPH/DIAGNOST,INITIAL,EA ADD HOUR - FACILITY",122
450000564,"IV INFUSION, THERAP/PROPH/DIAGNOST,INITIAL,1ST HOUR - FACILITY",390
450000565,"INJECTION,THERAP/PROPH/DIAGNOST, IV PUSH, EA ADD, SAME DRUG - FACILITY",108
450000566,"INJECTION,THERAP/PROPH/DIAGNOST, IV PUSH, EA ADD, NEW DRUG - FACILITY",123
450000567,"IMMUNIZ ADMIN,1 SINGLE/COMB VAC/TOXOID - FACILITY",88
450000577,UNLISTED PROC SKIN MEMB & TISS - FACILITY,410
450000578,"CLOSED RX TARSAL FX,MANIP,EACH - FACILITY",2005
450000579,VENOUS CUTDOWN >1 Y/O - FACILITY,650
460000000,EVAL OF BRONCHOSPASM - FACILITY,236.95
460000001,EXPIRED GAS COLLECTION - FACILITY,129
460000004,EXHALED CARBON DIOXIDE TEST - FACILITY,507
460000005,DIFFUSING CAPACITY - FACILITY,201.69
460000006,"EVAL OF BRONCHOSPASM,PROLONGED - FACILITY",219.02
460000008,GAS DILUT/WASHOUT LUNG VOL W/WO DISTRIB VENT&VOL - FACILITY,135.83
460000012,"NONINVASV OXYGEN SATUT,CONTINUOUS - FACILITY",216
460000014,PLETHYSMOGRAPHY LUNG VOLUMES W/WO AIRWAY RESIST - FACILITY,276.38
460000016,"EXHALED AIR ANALYSIS: O2, CO2 - FACILITY",318
460000021,"NONINVASV OXYGEN SATUR,MULTIPLE - FACILITY",116
460000022,NONINVASV OXYGEN SATUR;SINGLE - FACILITY,48
460000023,RESP THRPY ADMN/MONT NITRIC - FACILITY,530
460000026,BREATHING CAPACITY TEST - FACILITY,124.21
460000030,"CONTINUOUS INHALATION TX, 1ST HR - FACILITY",157
460000031,"CONTINUOUS INHALATION TX, EACH ADD HR - FACILITY",60
460000032,VITAL CAPACITY TEST - FACILITY,297
460000035,PLETHYSMOGRAPHY LUNG VOLUMES W/WO AIRWAY RESIST - FACILITY,358
460000037,RESP MUSCLE STRENGTH - FACILITY,297
460000038,EXERCISE TEST FOR BRONCHOSPASM - FACILITY,352.27
460000039,PULMONARY STRESS TESTING - FACILITY,182.97
471000006,AUDITORY EVOKED POTENTIAL - FACILITY,314.81
471000015,COMPREHENSIVE HEARING TEST - FACILITY,198
471000028,"HEARING AID CHECK, BOTH EARS - FACILITY",107
471000038,POSITIONAL NYSTAGMUS TEST - FACILITY,29.7
471000039,"PURE TONE AUDIOMETRY, AIR - FACILITY",73
471000045,SPONTANEOUS NYSTAGMUS TEST - FACILITY,37.53
471000048,TYMPANOMETRY - FACILITY,92
480000000,ICAR CATHETER ABLATION ARRHYTHMIA ADD ON - FACILITY,13787
480000001,ABLATE L/R ATRIAL FIBRIL W/ISOLATED PULM VEIN - FACILITY,10692
480000002,ICAR CATHETER ABLATION ATRIOVENTR NODE FUNCTION - FACILITY,13000
480000008,BIOIMPEDANCE DERIVED PHYSIOLOIC CV ANALYSIS - FACILITY,232
480000010,ENDOMYOCARDIAL BIOPSY - FACILITY,6000
480000017,"INTRACARD ECHO, THER/DX INTERVENT - FACILITY",1300
480000018,EPHYS EVL TRNSPTL TX ATRIAL FIB ISOLAT PULM VEIN - FACILITY,37550
480000019,COMPRE ELECTROPHYSIOLOGIC ARRHYTHMIA INDUCTION - FACILITY,12800
480000020,COMPRE ELECTROPHYSIOL XM W/LEFT ATRIAL PACNG/REC - FACILITY,5730
480000021,COMPRE ELECTROPHYSIOL XM W/LEFT VENTR PACNG/REC - FACILITY,5730
480000022,EPHYS EVAL W/ABLATION SUPRAVENT ARRHYTHMIA - FACILITY,37550
480000023,EPHYS EVAL W/ABLATION VENTRICULAR TACHYCARDIA - FACILITY,37550
480000026,EPHYS EVAL PACG CVDFB LDS W/TSTG OF PULSE GEN - FACILITY,1470
480000027,EPHYS EVAL PACG CVDFB LDS INITIAL IMPLAN/REPLACE - FACILITY,1470
480000028,EPHYS EVAL PACG CVDFB PRGRMG/REPRGRMG PARAMETERS - FACILITY,849.84
480000030,INDIC DIL STD ARTL&/OR VEN CATHJ W/OUTP MEAS - FACILITY,225
480000031,INS NEW/RPLCMT PRM PM W/TRANSV ELTRD ATRIAL&VENT - FACILITY,21200
480000032,INSJ/RPLCMT TEMP TRANSVNS 1CHMBR ELTRD/PM CATH - FACILITY,13700
480000033,INTER ICM/ILR REM TECH 30DAYS - FACILITY,178
480000034,INTERROGATION REMOTE </90 D TECHNICIAN REVIEW - FACILITY,177
480000035,INTERROGATION EVAL F2F IMPLANTABLE CV MNTR SYS - FACILITY,161
480000036,INTERROGATION EVALUATION IN PERSON ILR SYSTEM - FACILITY,86.76
480000037,INTERROGATION EVAL F2F IMPLANT SUBQ LEAD DEFIB - FACILITY,120.62
480000038,INTERROG EVAL F2F 1/DUAL/MLT LEADS IMPLTBL DFB - FACILITY,93.33
480000039,INTERROGATION EVAL IN PERSON 1/DUAL/MLT LEAD PM - FACILITY,74.12
480000041,INTRA-VENTRIC&/ATRIAL MAPG TACHYCARD W/CATH MA - FACILITY,5730
480000044,MYOCARDIAL STRAIN IMAGING QUAN ASSMT - FACILITY,400
480000045,NOGA MAPPING W INJECTION - FACILITY,5722
480000047,INTRA-ATRIAL PACING - FACILITY,7400
480000048,INTRAVENTRICULAR PACING - FACILITY,7500
480000059,PERI-PX DEV EVAL & PROG SING/DUAL/MULTI LEAD DFB - FACILITY,69.5
480000060,PERI-PX EVAL&PROGRAM IN PRSN PACEMAKER SYSTEM - FACILITY,65.04
480000062,PRGRMG EVAL IMPLANTABLE IN PRSN DUAL LEAD DFB - FACILITY,88.9
480000063,PRGRMG EVAL IMPLANTABLE IN PERSON MULTI LEAD DFB - FACILITY,108.2
480000064,PRGRMNG DEV EVAL IMPLANTABLE IN PERSN 1 LD DFB - FACILITY,82.88
480000065,PROGRAM EVAL IMPLANTABLE DEV IN PRSN ILR SYSTEM - FACILITY,86.62
480000066,PRGRMG DEV EVAL IMPLANTABLE SUBQ LEAD DFB SYSTEM - FACILITY,139.02
480000067,PROGRAM EVAL IMPLANTABLE IN PERSN DUAL LD PACER - FACILITY,88.77
480000068,PROGRAM EVAL IMPLANTABLE IN PRSN MULTI LD PACER - FACILITY,115.87
480000069,PROGRAM EVAL IMPLANTABLE IN PRSN 1 LD PACEMAKER - FACILITY,73.68
480000071,BUNDLE OF HIS RECORDING - FACILITY,7400
480000072,INTRA-ATRIAL RECORDING - FACILITY,7400
480000073,RIGHT VENTRICULAR RECORDING - FACILITY,2300
480000075,TRANSCATH INSERT OR REPLACE LEADLESS PM VENTR - FACILITY,32500
480000077,STIM/PACING HEART POST IV DRUG INFU - FACILITY,5730
480000078,TRANSTELEPHONIC RHYTHM STRIP PACEMAKER EVAL - FACILITY,276
480000079,"THROMBOLYSIS,CORONARY,IV INFUSN - FACILITY",420
480000080,TILT TABLE EVALUATION - FACILITY,390.72
480000082,"TRANSCRAN DOPPLER INTRACRAN,LIMITED - FACILITY",215
480000098,"HEART PACING, MAPPING - FACILITY",2470
480000099,TRLML BALO ANGIOP OPEN/PERQ IMG S&I 1ST ART - FACILITY,16033
481000002,ENDOMYOCARDIAL BIOPSY - FACILITY,6000
481000003,CARDIOVERSION ELECTIVE ARRHYTHMIA EXTERNAL - FACILITY,1450
481000005,R& L HRT CATH W/INJEC HRT ART/GRFT& L VENT I - FACILITY,10500
481000006,R & L HRT CATH WINJX HRT ART& L VENTR IMG - FACILITY,10500
481000007,CATH PLMT L HRT/ARTS/GRFTS WNJX & ANGIO IMG S&I - FACILITY,10500
481000008,CATH PLMT R HRT/ARTS/GRFTS W/NJX& ANGIO IMG S&I - FACILITY,10500
481000009,CATH PLMT L HRT & ARTS W/NJX & ANGIO IMG S&I - FACILITY,10500
481000010,CATH PLACEMENT & NJX CORONARY ART ANGIO IMG S&I - FACILITY,10500
481000011,CATH PLMT R HRT & ARTS W/NJX & ANGIO IMG S&I - FACILITY,10500
481000012,CATH PLMT & NJX CORONARY ART/GRFT ANGIO IMG S&I - FACILITY,10500
481000014,"R/L OPEN XSEPTAL HRT CATH,CONGEN ABL - FACILITY",10586
481000019,R HRT CATHETERIZATION CONGENITAL CARDIAC ANOMALY - FACILITY,10500
481000020,"R/L RETRO HEART CATH, CONG HT ABNL - FACILITY",10586
481000021,IMPLANTATION PT-ACTIVATED CARDIAC EVENT RECORDER - FACILITY,11300
481000022,NJX SEL HRT ART CONGENITAL HRT CATH W/S&I - FACILITY,1450
481000023,NJX SEL R VENT/ATRIAL ANGIO HRT CATH W/S&I - FACILITY,861
481000026,NJX PULMONARY ANGIO HRT CATH W/S&I - FACILITY,1470
481000027,INSJ IMPLNTBL DEFIB PULSE GEN W/1 EXISTING LD - FACILITY,32400
481000028,INSERT INTRA-AORTIC BALLOON ASST DEVICE - FACILITY,861
481000029,INSJ ELTRD CAR VEN SYS TM INSJ DFB/PM PLS GEN - FACILITY,21525
481000030,INSJ ELTRD CAR VEN SYS ATTCH PREV PM/DFB PLS GEN - FACILITY,21200
481000031,INS PM PLS GEN W/EXIST SINGLE LEAD - FACILITY,14000
481000032,INS PACEMAKER PULSE GEN ONLY W/EXIST DUAL LEADS - FACILITY,21200
481000033,INS PACEMAKER PULSE GEN ONLY W/EXIST MULT LEADS - FACILITY,25000
481000034,INSJ PERQ VAD W/IMAGING ARTERY ACCESS ONLY - FACILITY,9500
481000035,INSJ IMPLNTBL DEFIB PULSE GEN W/EXIST DUAL LEADS - FACILITY,32400
481000036,INSJ IMPLNTBL DEFIB PULSE GEN W/EXIST MULTILEADS - FACILITY,45000
481000037,INSJ 1 TRANSVNS ELTRD PERM PACEMAKER/IMPLTBL DFB - FACILITY,14000
481000038,INSERT/PLACE FLOW DIRECT CATH - FACILITY,4170
481000039,INSJ/RPLCMT PERM DFB W/TRNSVNS LDS 1/DUAL CHMBR - FACILITY,44000
481000040,INSJ/RPLCMT PERM DFB W/TRNSVNS LDS 1/DUAL CHMBR - FACILITY,44000
481000042,INS NEW/RPLCMT PRM PACEMAKR W/TRANS ELTRD ATRIAL - FACILITY,21200
481000043,INS NEW/RPLC PRM PACEMAKER W/TRANSV ELTRD VENTR - FACILITY,21200
481000044,INS/RPLCMNT PERM SUBQ IMPLTBL DFB W/SUBQ ELTRD - FACILITY,44000
481000046,INSJ/RPLCMT TEMP TRANSVNS 2CHMBR PACG ELTRDS SPX - FACILITY,13651
481000047,INSJ/RPLCMT TEMP TRANSVNS 1CHMBR ELTRD/PM CATH - FACILITY,13700
481000048,INSJ 2 TRANSVNS ELTRD PERM PACEMAKER/IMPLTBL DFB - FACILITY,14000
481000051,INTRODUCTION CATHETER AORTA - FACILITY,833
481000052,INTRVAS DPLR ANGIO ADD - FACILITY,226
481000053,IV DOP VEL&/OR PRESS C/FLO RSRV MEAS 1ST VSL - FACILITY,833
481000054,ENDOLUMINAL CORONARY IVUS OCT I&R ADDL VESSEL - FACILITY,394
481000055,ENDOLUMINAL CORONARY IVUS OCT I&R INITIAL VESSEL - FACILITY,161.28
481000056,LEFT HEART CATH BY TRANSEPTAL PUNCTURE - FACILITY,11655
481000057,L HRT CATH W/NJX L VENTRICULOGRAPHY IMG S&I - FACILITY,10500
481000058,INTRACARDIAC ELECTROPHYSIOLOGIC 3D MAPPING - FACILITY,5730
481000060,INTRA-ATRIAL PACING - FACILITY,7400
481000061,INTRAVENTRICULAR PACING - FACILITY,7500
481000066,PRQ TRLUML CORONRY CHRONIC OCCLUS REVASC ONE VSL - FACILITY,13651
481000067,PRQ TRLUML CORONARY BYP GRFT REVASC ONE VESSEL - FACILITY,19000
481000068,PRQ TRLUML CORONRY TOT OCCLUS REVASC MI ONE VSL - FACILITY,19000
481000069,PERC TRANSCTH CLOSR LT ATRIAL APPNDGE IMPLNT S&I - FACILITY,32308
481000070,PERC DRUG-EL COR STENT BRAN - FACILITY,13787
481000071,PERC DRUG-EL COR STENT SING - FACILITY,19000
481000073,PERC D-E COR STENT ATHER S - FACILITY,32200
481000075,PERC D-E COR REVASC W AMI S - FACILITY,19000
481000076,PERC D-E COR REVASC CHRO SIN - FACILITY,19000
481000077,PERC D-E COR REVASC T CABG S - FACILITY,19000
481000078,PERC D-E COR REVASC CHRO ADD - FACILITY,13651
481000081,PRQ TRLUML CORONARY STENT W/ANGIO ONE ART/BRNCH - FACILITY,19000
481000083,PRQ TRLUML CORONARY ANGIOPLASTY ADDL BRANCH - FACILITY,13800
481000084,PRQ TRLUML CORONARY ANGIOPLASTY ONE ART/BRANCH - FACILITY,16000
481000086,PRQ TRLUML CORONARY ANGIO/ATHERECT ONE ART/BRNCH - FACILITY,19000
481000087,RELOCATE SKIN POCKET IMPLANTABLE DEFIBRILLATOR - FACILITY,6025
481000088,RELOCATION OF SKIN POCKET FOR PACEMAKER - FACILITY,6025
481000089,REPOSIT PREV IMPLANTED CARDIAC ELECTRODE - FACILITY,15750
481000091,RPSG PREV IMPLTED PM/DFB R ATR/R VENTR ELECTRODE - FACILITY,7000
481000092,RIGHT HEART CATH O2 SATURATION & CARDIAC OUTPUT - FACILITY,10500
481000093,RMVL1/DUAL CHMBR IMPLTBL DFB ELTRD TRANSVNS XTRJ - FACILITY,5800
481000094,REMOVAL IMPLANTABLE DEFIB PULSE GENERATOR ONLY - FACILITY,5800
481000095,RMVL IMPLANTABLE PT-ACTIVATED CAR EVENT RECORDER - FACILITY,2100
481000096,RMVL TRANSVNS PM ELTRD 1 LEAD SYS ATR/VENTR - FACILITY,5800
481000097,RMVL TRANSVNS PM ELTRD DUAL LEAD SYS - FACILITY,5800
481000098,REMOVAL PERMANENT PACEMAKER PULSE GENERATOR ONLY - FACILITY,14000
481000099,REMOVAL PERCUTANEOUS VAD DIFFERENT SESSION - FACILITY,3675
481000100,RMVL OF SUBQ IMPLANTABLE DEFIBRILLATOR ELECTRODE - FACILITY,5800
481000101,RMVL IMPLTBL DFB PLSE GEN W/RPLCMT PLSE GEN 2 LD - FACILITY,44000
481000102,RMVL IMPLTBL DFB PLS GEN W/RPLCMT PLS GEN MLT LD - FACILITY,44000
481000103,RMVL IMPLTBL DFB PLSE GEN W/REPL PLSE GEN 1 LEAD - FACILITY,26775
481000104,REPLACE AORTIC VALVE OPEN TRANSAORTIC APPROACH - FACILITY,2268
481000105,REPLACE AORTIC VALVE OPENFEMORAL ARTERY APPROACH - FACILITY,2468
481000106,REPLACE AORTIC VALVE PERQ FEMORAL ARTRY APPROACH - FACILITY,2468
481000107,REMVL PERM PM PLS GEN W/REPL PLSE GEN 2 LEAD SYS - FACILITY,21200
481000108,REMVL PERM PM PLS GEN W/REPL PLSE GEN MULT LEAD - FACILITY,25000
481000109,REMVL PERM PM PLSE GEN W/REPL PLSE GEN SNGL LEAD - FACILITY,13700
481000110,RPR 1 TRANSVNS ELTRD PRM PM/PACING IMPLNTBL DFB - FACILITY,5090
481000111,R & L HRT CATH W/NJX L VENTRICULOG IMG S&I - FACILITY,10692
481000113,SLCTV CATHJ 2ND ORDER ABDL PEL/LXTR ART BRNCH - FACILITY,860
481000114,SLCTV CATHJ 3RD+ ORD SLCTV ABDL PEL/LXTR BRNCH - FACILITY,861
481000117,SLCTV CATHJ EA 1ST ORD ABDL PEL/LXTR ART BRNCH - FACILITY,1409
481000119,SLCTV CATHJ EA 2ND+ ORD ABDL PEL/LXTR ART BRNCH - FACILITY,861
481000129,PRQ TRANSLUMINAL CORONARY MECHANICL THROMBECTOMY - FACILITY,10605
481000134,TRANSCATHETER TRANSAPICAL REPLACEMT AORTIC VALVE - FACILITY,2468
481000135,TCAT MITRAL VALVE REPAIR ADDL PROSTHESIS - FACILITY,2260
481000136,"PERC CLOS,CONG INTERATRIAL COMMUN W/IMPL - FACILITY",32500
481000138,TCAT MITRAL VALVE REPAIR INITIAL PROSTHESIS - FACILITY,2467
481000140,UPG PACEMAKER SYS CONVERT 1CHMBR SYS 2CHMBR SYS - FACILITY,21200
481000161,PRQ TRLUML CORONRY STENT/ATH/ANGIO ONE ART/BRNCH - FACILITY,32500
481000162,PRQ TRLUML CORONARY BYP GRFT REVASC ADDL VESSEL - FACILITY,13787
481000168,PERQ CLSR TCAT L ATR APNDGE W/ENDOCARDIAL IMPLNT - FACILITY,32308
481000176,INCIS HEART SAC TUBE - FACILITY,2257
481000177,INDUCTION ARRHYTHMIA ELECTRICAL PACING - FACILITY,2182
481000178,COMPRE ELECTROPHYSIOLOGIC W/O ARRHYT INDUCTION - FACILITY,12726
481000179,REPLACE AORTIC VALVE OPEN AXILLRY ARTRY APPROACH - FACILITY,2468
482000004,"CARDIAC STRESS TST,TRACING ONLY - FACILITY",366
483000001,"TTE W OR W/O FOL W/CONT, COM - FACILITY",1814.17
483000003,"2D TTE W OR W/O FOL W/CON,CO - FACILITY",1311.25
483000004,"2D TTE W OR W/O FOL W/CON,FU - FACILITY",935.82
483000005,"2D TEE W/CONTRAST, INT/REPT - FACILITY",1717
483000006,"ECHO XTHORACIC,CONG ANOM,COMPLETE - FACILITY",1814.17
483000009,ECHO TRANSESOPHAG R-T 2D W/PRB IMG ACQUISJ I&R - FACILITY,1700
483000012,ECHO TEE GUID TCAT ICAR/VESSEL STRUCTURAL INTVN - FACILITY,3292.38
483000014,ECHO TTHRC R-T 2D W/WO M-MODE REST&STRS CONT ECG - FACILITY,1704.38
483000015,"TTE W OR WO FOL WCON,DOPPLER - FACILITY",2772
483000016,"TTE W OR W/O CONTR, CONT ECG - FACILITY",1700
483000017,"CONG TEE W/CONTR, INT/REPT - FACILITY",1784.52
483000018,ECHO TRANSESOPHAG CONGEN PROBE PLCMT IMGNG I&R - FACILITY,1784.52
483000022,"ECHO XTHORACIC,CONG ANOM,LIMITED - FACILITY",1214.88
483000023,DOPPLER COLOR FLOW VELOCITY MAP - FACILITY,886.24
483000024,"DOPPLER ECHO HEART,COMPLETE - FACILITY",637
483000025,"DOPPLER ECHO HEART,LIMITED,F/U - FACILITY",691.25
483000026,"ECHO HEART XTHORACIC,COMPLETE, W/O DOPPLER - FACILITY",1386
483000027,"ECHO HEART XTHORACIC,LIMITED - FACILITY",943.63
483000028,"ECHO HEART XTHORACIC,COMPLETE W DOPPLER - FACILITY",1896.61
483000029,"TTE W OR W/O FOL W/CON,STRES - FACILITY",1555
483000030,"ECHO HEART XTHORACIC, STRESS/REST - FACILITY",1555
510000026,WITHDRAWAL OF ARTERIAL BLOOD - FACILITY,196
510000507,DRAINAGE OF HEMATOMA/FLUID - FACILITY,815
510000586,INSERT PICC W/O SUB-Q PORT - FACILITY,2900
510000654,OFFICE CONSULTATION NEW/ESTAB PATIENT LEVEL 1 - FACILITY,140
510000655,OFFICE CONSULTATION NEW/ESTAB PATIENT LEVEL 2 - FACILITY,140
510000656,OFFICE CONSULTATION NEW/ESTAB PATIENT LEVEL 3 - FACILITY,140
510000657,OFFICE CONSULTATION NEW/ESTAB PATIENT LEVEL 4 - FACILITY,140
510000658,OFFICE CONSULTATION NEW/ESTAB PATIENT LEVEL 5 - FACILITY,140
510000661,OFFICE OUTPATIENT VISIT LEVEL 1 - FACILITY,140
510000701,POST-OP FOLLOW-UP VISIT - FACILITY,140
510000893,OFFICE OUTPATIENT VISIT LEVEL 1 - FACILITY,140
510000894,OFFICE OUTPATIENT VISIT LEVEL 2 - FACILITY,140
510000895,OFFICE OUTPATIENT VISIT LEVEL 3 - FACILITY,140
510000896,OFFICE OUTPATIENT VISIT LEVEL 4 - FACILITY,140
510000897,OFFICE OUTPATIENT VISIT LEVEL 5 - FACILITY,140
510000898,OFFICE OUTPATIENT NEW LEVEL 1 - FACILITY,140
510000899,OFFICE OUTPATIENT NEW LEVEL 2 - FACILITY,140
510000900,OFFICE OUTPATIENT NEW LEVEL 3 - FACILITY,140
510000901,OFFICE OUTPATIENT NEW LEVEL 4 - FACILITY,140
510000902,OFFICE OUTPATIENT NEW LEVEL 5 - FACILITY,140
510001130,HOSPITAL OUTPT CLINIC VISIT - FACILITY,140
510001648,PLETHYSMOGRAPHY LUNG VOLUMES W/WO AIRWAY RESIST - FACILITY,276.38
510001953,"INJECT NERV BLCK,PUDENDAL - FACILITY",2377
511000001,ELECT ANLYS IMPLT ITHCL/EDRL PMP W/REPRG&REFILL - FACILITY,514
511000002,ANALYZE INFUSN PUMP+REPROGRAM - FACILITY,320
511000003,ELECT ANLYS IMPLT ITHCL/EDRL PMP W/O REPRG/REFIL - FACILITY,249
610000001,MR ELASTOGRAPHY - FACILITY,844.5
610000003,"MRA W/O CONT, LWR EXT - FACILITY",1823.46
610000004,"BREAST MRI, COMPUTER AIDED DETECTION - FACILITY",150
610000006,MRI GUIDANCE NEEDLE PLACEMENT - FACILITY,4004.55
610000017,MRI BRAIN - FACILITY,1862.86
610000019,"MRI, CERV SPINE - FACILITY",1826
610000021,"MRI, LUMBAR SPINE CONTRAST - FACILITY",2250.21
610000029,MRI WHOLE BODY - FACILITY,844.5
611000003,MRI BRAIN CONTRAST - FACILITY,2407.61
611000005,MRI BRAIN - FACILITY,1862.86
611000006,MRI BRAIN COMBO - FACILITY,2954.26
611000007,FUNCTIONAL MRI BRAIN BY TECH - FACILITY,2397.15
611000008,FUNCTIONAL MRI BRAIN BY PHYS/PSYCH - FACILITY,2646.5
612000000,"MRI, CERV SPINE CONTRAST - FACILITY",2398.05
612000001,"MRI, CERV SPINE - FACILITY",1826
612000002,"MRI, CERV SPINE COMBO - FACILITY",2780
612000003,"MRI, LUMBAR SPINE CONTRAST - FACILITY",2250.21
612000004,"MRI, LUMBAR SPINE - FACILITY",1859.2
612000005,"MRI, LUMBAR SPINE COMBO - FACILITY",2772
612000006,"MRI, DORSAL SPINE CONTRAST - FACILITY",2372.84
612000007,"MRI, DORSAL SPINE - FACILITY",1859.2
612000008,"MRI, DORSAL SPINE COMBO - FACILITY",3014.91
614000000,CARDIAC MRI W/W/O CONTRAST & FURTHER SEQ - FACILITY,2733.9
614000001,CARDIAC MRI MORPHOLOGY & FUNCTION W/O CONTRAST - FACILITY,2109.1
614000002,CARDIAC MRI W/W/O CONTRAST W STRESS - FACILITY,3235.05
614000003,CARDIAC MRI FOR VELOCITY FLOW MAPPING - FACILITY,424.05
614000005,"MRI, ABDOMEN W/CONTRAST - FACILITY",2464
614000006,"MRI, ABDOMEN (MRI) - FACILITY",2395.25
614000007,"MRI, ABDOMEN, COMBO - FACILITY",3411.77
614000013,"MRI, CHEST - FACILITY",2033.1
614000014,"MRI, CHEST, COMBO - FACILITY",3299.25
614000015,"MRI, JOINT OF LEG W/CONTRAST - FACILITY",2126.63
614000016,"MRI LOWER EXTREM JT, W/O CONTRAST - FACILITY",1654.1
614000017,"MRI, JOINT OF LEG. COMBO - FACILITY",2611.2
614000018,"MRI, LOWER EXTR, W/O CONTRAST F/U BY CONTRAST - FACILITY",2422.87
614000019,"MRI, LOWER EXTREM - FACILITY",1739.56
614000021,"MRI, FACE, NECK W/CONTRAST - FACILITY",2496.48
614000022,"MRI, FACE, NECK - FACILITY",2060.97
614000023,"MRI, FACE, NECK, COMBO - FACILITY",3130.84
614000024,"MRI, PELVIS W/CONTRAST - FACILITY",2476.72
614000025,"MRI, PELVIS, W/O CONTRAST - FACILITY",2070.75
614000026,"MRI, PELVIS, COMBO - FACILITY",3136.5
614000027,"MRI, TMJ - FACILITY",1861.2
614000028,"MRI, JOINT UPPER EXTREM W/CONTRAST - FACILITY",2362.42
614000029,"MRI, JOINT UPPER EXTREM - FACILITY",1823.55
614000030,"MRI, JOINT UPPER EXTREM COMBO - FACILITY",2841.6
614000031,MRI UPPER EXTREMITY COMBO - FACILITY,2889.7
614000033,"MRI, UPPER EXTREMITY W/O CONTRAST - FACILITY",1628.81
614000034,"MRI W/CONT, BREAST,  BI - FACILITY",3923.32
614000037,"MRI W/O CONT, BREAST, UNI - FACILITY",2892.33
614000038,"MRI W/O FOL W/CONT, BRST, UN - FACILITY",2892.33
